,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
0,0,21800648,1610612765,DET,Detroit,203493,Reggie Bullock,F,,27:25,4.0,6.0,0.667,2.0,4.0,0.5,3.0,3.0,1.0,0.0,2.0,2.0,1.0,2.0,0.0,1.0,4.0,13.0,-5.0
1,1,21800648,1610612765,DET,Detroit,201933,Blake Griffin,F,,35:50,7.0,17.0,0.41200000000000003,3.0,11.0,0.273,2.0,2.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,4.0,3.0,19.0,-8.0
2,2,21800648,1610612765,DET,Detroit,203083,Andre Drummond,C,,35:24,6.0,17.0,0.353,0.0,1.0,0.0,3.0,4.0,0.75,3.0,10.0,13.0,1.0,3.0,0.0,0.0,3.0,15.0,-6.0
3,3,21800648,1610612765,DET,Detroit,1628971,Bruce Brown,G,,14:19,1.0,4.0,0.25,1.0,2.0,0.5,2.0,2.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,5.0,-7.0
4,4,21800648,1610612765,DET,Detroit,202704,Reggie Jackson,G,,29:17,5.0,15.0,0.33299999999999996,0.0,5.0,0.0,1.0,1.0,1.0,0.0,3.0,3.0,4.0,2.0,0.0,0.0,2.0,11.0,-12.0
5,5,21800648,1610612765,DET,Detroit,204038,Langston Galloway,,,21:24,2.0,8.0,0.25,1.0,5.0,0.2,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,6.0
6,6,21800648,1610612765,DET,Detroit,202397,Ish Smith,,,18:43,3.0,9.0,0.33299999999999996,1.0,3.0,0.33299999999999996,1.0,2.0,0.5,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,8.0,6.0
7,7,21800648,1610612765,DET,Detroit,1628379,Luke Kennard,,,23:14,4.0,5.0,0.8,2.0,2.0,1.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,1.0,2.0,10.0,2.0
8,8,21800648,1610612765,DET,Detroit,1626169,Stanley Johnson,,,12:10,1.0,5.0,0.2,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,0.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,3.0,2.0
9,9,21800648,1610612765,DET,Detroit,202720,Jon Leuer,,,12:36,2.0,4.0,0.5,0.0,0.0,0.0,1.0,2.0,0.5,0.0,1.0,1.0,1.0,2.0,0.0,2.0,5.0,5.0,0.0
10,10,21800648,1610612765,DET,Detroit,1629017,Khyri Thomas,,,9:38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,3.0,0.0,-8.0
11,11,21800648,1610612765,DET,Detroit,101181,Jose Calderon,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,12,21800648,1610612765,DET,Detroit,203922,Glenn Robinson III,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,13,21800648,1610612762,UTA,Utah,204060,Joe Ingles,F,,29:28,3.0,10.0,0.3,2.0,6.0,0.33299999999999996,5.0,6.0,0.833,3.0,1.0,4.0,8.0,0.0,0.0,4.0,2.0,13.0,-6.0
14,14,21800648,1610612762,UTA,Utah,202324,Derrick Favors,F,,23:39,4.0,9.0,0.444,0.0,2.0,0.0,2.0,5.0,0.4,3.0,5.0,8.0,1.0,1.0,0.0,1.0,2.0,10.0,-8.0
15,15,21800648,1610612762,UTA,Utah,203497,Rudy Gobert,C,,36:03,6.0,9.0,0.667,0.0,0.0,0.0,6.0,8.0,0.75,3.0,22.0,25.0,3.0,0.0,2.0,1.0,3.0,18.0,20.0
16,16,21800648,1610612762,UTA,Utah,1626220,Royce O'Neale,G,,26:44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,0.0,1.0,3.0,0.0,3.0
17,17,21800648,1610612762,UTA,Utah,1628378,Donovan Mitchell,G,,36:03,9.0,21.0,0.429,3.0,7.0,0.429,7.0,9.0,0.778,0.0,5.0,5.0,2.0,2.0,0.0,4.0,2.0,28.0,20.0
18,18,21800648,1610612762,UTA,Utah,2594,Kyle Korver,,,32:06,5.0,14.0,0.35700000000000004,5.0,11.0,0.455,4.0,4.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,2.0,0.0,19.0,4.0
19,19,21800648,1610612762,UTA,Utah,203109,Jae Crowder,,,28:01,0.0,6.0,0.0,0.0,4.0,0.0,2.0,4.0,0.5,2.0,3.0,5.0,1.0,0.0,0.0,4.0,3.0,2.0,-12.0
20,20,21800648,1610612762,UTA,Utah,1628960,Grayson Allen,,,19:39,3.0,8.0,0.375,2.0,5.0,0.4,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,3.0,8.0,-3.0
21,21,21800648,1610612762,UTA,Utah,1627777,Georges Niang,,,8:17,1.0,3.0,0.33299999999999996,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,2.0,12.0
22,22,21800648,1610612762,UTA,Utah,1628463,Tyler Cavanaugh,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
23,23,21800648,1610612762,UTA,Utah,1628513,Naz Mitrou-Long,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
24,24,21800648,1610612762,UTA,Utah,202327,Ekpe Udoh,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
