,col0,col1,col2,col3,col4,col5
0,__export__.education_admission_register_1,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_1_d1a78863
1,__export__.education_admission_register_2,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_2_8a4446be
2,__export__.education_admission_register_3,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_3_710c85ee
3,__export__.education_admission_register_4,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_4_0614aa18
4,__export__.education_admission_register_5,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_5_3d299d3a
5,__export__.education_admission_register_6,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_6_83de9d6c
6,__export__.education_admission_register_7,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_7_18380dde
7,__export__.education_admission_register_8,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_8_6ebe08db
8,__export__.education_admission_register_9,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_9_b36d5076
9,__export__.education_admission_register_10,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_10_d6bd3867
10,__export__.education_admission_register_11,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_11_1f003666
11,__export__.education_admission_register_12,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_12_b573f6ca
12,__export__.education_admission_register_13,2018-01-01 15:52:29,2018-01-09 15:52:29,__export__.education_academic_year_1_19e0b085,True,__export__.education_class_13_b15b48c7
13,__export__.education_admission_register_14_ab6cd93c,2019-01-09 15:54:52,2019-01-09 15:54:52,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_1_d1a78863
14,__export__.education_admission_register_15_7cc00d6a,2019-01-09 15:55:11,2019-01-09 15:55:11,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_2_8a4446be
15,__export__.education_admission_register_16_58d0a928,2019-01-09 15:55:19,2019-01-09 15:55:19,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_3_710c85ee
16,__export__.education_admission_register_17_75e6af8a,2019-01-09 15:55:26,2019-01-09 15:55:26,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_4_0614aa18
17,__export__.education_admission_register_18_51aeb2fa,2019-01-09 15:55:34,2019-01-09 15:55:34,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_5_3d299d3a
18,__export__.education_admission_register_19_377bf5e6,2019-01-09 15:55:42,2019-01-09 15:55:42,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_6_83de9d6c
19,__export__.education_admission_register_20_be141253,2019-01-09 15:56:04,2019-01-09 15:56:04,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_7_18380dde
20,__export__.education_admission_register_21_d8f9cbba,2019-01-09 15:56:12,2019-01-09 15:56:12,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_8_6ebe08db
21,__export__.education_admission_register_22_7f808571,2019-01-09 15:56:24,2019-01-09 15:56:24,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_9_b36d5076
22,__export__.education_admission_register_23_f5a0c6fc,2019-01-09 15:56:35,2019-01-09 15:56:35,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_10_d6bd3867
23,__export__.education_admission_register_24_3f7813ca,2019-01-09 15:56:45,2019-01-09 15:56:45,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_11_1f003666
24,__export__.education_admission_register_25_1ca069e9,2019-01-09 15:57:02,2019-01-09 15:57:02,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_12_b573f6ca
25,__export__.education_admission_register_26_3a72fc6d,2019-01-09 15:57:13,2019-01-09 15:57:13,__export__.education_academic_year_4_bba79d68,True,__export__.education_class_13_b15b48c7
