,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
0,0,21800917,1610612765,DET,Detroit,1628971,Bruce Brown,F,,19:37,2.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,1.0,4.0,-3.0
1,1,21800917,1610612765,DET,Detroit,201933,Blake Griffin,F,,35:01,6.0,18.0,0.33299999999999996,3.0,7.0,0.429,2.0,2.0,1.0,1.0,6.0,7.0,7.0,0.0,0.0,1.0,2.0,17.0,-14.0
2,2,21800917,1610612765,DET,Detroit,203083,Andre Drummond,C,,37:14,5.0,14.0,0.35700000000000004,0.0,1.0,0.0,0.0,0.0,0.0,4.0,13.0,17.0,1.0,4.0,1.0,0.0,3.0,10.0,-14.0
3,3,21800917,1610612765,DET,Detroit,201961,Wayne Ellington,G,,24:02,4.0,10.0,0.4,3.0,6.0,0.5,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,2.0,11.0,-1.0
4,4,21800917,1610612765,DET,Detroit,202704,Reggie Jackson,G,,29:05,8.0,18.0,0.444,5.0,12.0,0.41700000000000004,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,22.0,-13.0
5,5,21800917,1610612765,DET,Detroit,1628379,Luke Kennard,,,31:39,4.0,12.0,0.33299999999999996,0.0,6.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,8.0,-16.0
6,6,21800917,1610612765,DET,Detroit,204038,Langston Galloway,,,20:42,4.0,8.0,0.5,3.0,5.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,11.0,-4.0
7,7,21800917,1610612765,DET,Detroit,202397,Ish Smith,,,18:55,3.0,8.0,0.375,1.0,1.0,1.0,2.0,2.0,1.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,2.0,9.0,1.0
8,8,21800917,1610612765,DET,Detroit,1627748,Thon Maker,,,14:51,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
9,9,21800917,1610612765,DET,Detroit,2585,Zaza Pachulia,,,8:54,0.0,3.0,0.0,0.0,0.0,0.0,1.0,2.0,0.5,2.0,3.0,5.0,1.0,0.0,1.0,0.0,1.0,1.0,4.0
10,10,21800917,1610612765,DET,Detroit,202720,Jon Leuer,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
11,11,21800917,1610612765,DET,Detroit,203922,Glenn Robinson III,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
12,12,21800917,1610612765,DET,Detroit,1629017,Khyri Thomas,,DNP - Coach's Decision                  ,,,,,,,,,,,,,,,,,,,,
13,13,21800917,1610612759,SAS,San Antonio,201942,DeMar DeRozan,F,,36:38,7.0,13.0,0.5379999999999999,0.0,0.0,0.0,3.0,6.0,0.5,1.0,12.0,13.0,8.0,2.0,0.0,2.0,0.0,17.0,17.0
14,14,21800917,1610612759,SAS,San Antonio,200746,LaMarcus Aldridge,F,,38:42,11.0,22.0,0.5,0.0,0.0,0.0,2.0,2.0,1.0,1.0,4.0,5.0,3.0,0.0,2.0,0.0,1.0,24.0,15.0
15,15,21800917,1610612759,SAS,San Antonio,1627751,Jakob Poeltl,C,,34:04,4.0,6.0,0.667,0.0,0.0,0.0,3.0,5.0,0.6,2.0,12.0,14.0,1.0,0.0,3.0,0.0,2.0,11.0,4.0
16,16,21800917,1610612759,SAS,San Antonio,1628401,Derrick White,G,,29:05,7.0,12.0,0.583,1.0,2.0,0.5,0.0,0.0,0.0,2.0,4.0,6.0,4.0,1.0,2.0,0.0,1.0,15.0,4.0
17,17,21800917,1610612759,SAS,San Antonio,1627854,Bryn Forbes,G,,6:26,2.0,2.0,1.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,-3.0
18,18,21800917,1610612759,SAS,San Antonio,201988,Patty Mills,,,18:55,4.0,7.0,0.5710000000000001,3.0,5.0,0.6,0.0,0.0,0.0,1.0,2.0,3.0,1.0,0.0,0.0,4.0,2.0,11.0,8.0
19,19,21800917,1610612759,SAS,San Antonio,201158,Marco Belinelli,,,34:33,7.0,10.0,0.7,3.0,4.0,0.75,0.0,0.0,0.0,0.0,5.0,5.0,0.0,0.0,0.0,2.0,1.0,17.0,16.0
20,20,21800917,1610612759,SAS,San Antonio,200752,Rudy Gay,,,20:56,0.0,5.0,0.0,0.0,2.0,0.0,4.0,4.0,1.0,0.0,4.0,4.0,7.0,0.0,0.0,1.0,1.0,4.0,6.0
21,21,21800917,1610612759,SAS,San Antonio,202722,Davis Bertans,,,15:22,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,2.0
