,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28
0,0,21601092,1610612755,PHI,Philadelphia,203496,Robert Covington,F,,30:27,4.0,13.0,0.308,3.0,9.0,0.33299999999999996,4.0,5.0,0.8,0.0,3.0,3.0,2.0,1.0,2.0,2.0,3.0,15.0,-24.0
1,1,21601092,1610612755,PHI,Philadelphia,203967,Dario Saric,F,,28:05,3.0,15.0,0.2,1.0,6.0,0.16699999999999998,2.0,2.0,1.0,1.0,9.0,10.0,1.0,0.0,0.0,4.0,3.0,9.0,-15.0
2,2,21601092,1610612755,PHI,Philadelphia,1626158,Richaun Holmes,C,,30:30,4.0,7.0,0.5710000000000001,1.0,3.0,0.33299999999999996,2.0,2.0,1.0,1.0,11.0,12.0,0.0,2.0,1.0,0.0,2.0,11.0,-11.0
3,3,21601092,1610612755,PHI,Philadelphia,1627789,Timothe Luwawu-Cabarrot,G,,21:17,3.0,9.0,0.33299999999999996,2.0,6.0,0.33299999999999996,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,0.0,2.0,3.0,8.0,5.0
4,4,21601092,1610612755,PHI,Philadelphia,204456,T.J. McConnell,G,,24:11,4.0,5.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,1.0,0.0,1.0,1.0,8.0,-20.0
5,5,21601092,1610612755,PHI,Philadelphia,201945,Gerald Henderson,,,17:49,2.0,6.0,0.33299999999999996,1.0,3.0,0.33299999999999996,0.0,0.0,0.0,1.0,1.0,2.0,1.0,0.0,0.0,0.0,2.0,5.0,-15.0
6,6,21601092,1610612755,PHI,Philadelphia,203917,Nik Stauskas,,,27:00,2.0,8.0,0.25,2.0,6.0,0.33299999999999996,1.0,2.0,0.5,0.0,2.0,2.0,1.0,0.0,1.0,2.0,2.0,7.0,-12.0
7,7,21601092,1610612755,PHI,Philadelphia,1627848,Shawn Long,,,23:23,7.0,13.0,0.5379999999999999,0.0,1.0,0.0,1.0,3.0,0.33299999999999996,5.0,5.0,10.0,1.0,1.0,0.0,1.0,3.0,15.0,7.0
8,8,21601092,1610612755,PHI,Philadelphia,200771,Sergio Rodriguez,,,23:49,6.0,9.0,0.667,4.0,6.0,0.667,0.0,0.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,16.0,7.0
9,9,21601092,1610612755,PHI,Philadelphia,1626147,Justin Anderson,,,13:29,0.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,2.0,0.0,1.0,0.0,2.0,0.0,13.0
10,10,21601092,1610612755,PHI,Philadelphia,201573,Jerryd Bayless,,DND - Left Wrist                        ,,,,,,,,,,,,,,,,,,,,
11,11,21601092,1610612755,PHI,Philadelphia,1626143,Jahlil Okafor,,DND - Right Knee Soreness               ,,,,,,,,,,,,,,,,,,,,
12,12,21601092,1610612754,IND,Indiana,202331,Paul George,F,,34:41,7.0,17.0,0.41200000000000003,1.0,7.0,0.14300000000000002,6.0,8.0,0.75,0.0,8.0,8.0,3.0,1.0,0.0,3.0,1.0,21.0,23.0
13,13,21601092,1610612754,IND,Indiana,201152,Thaddeus Young,F,,13:01,0.0,7.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,2.0,0.0,2.0,1.0,0.0,1.0,0.0,2.0,2.0,11.0
14,14,21601092,1610612754,IND,Indiana,1626167,Myles Turner,C,,34:05,7.0,9.0,0.778,0.0,0.0,0.0,3.0,4.0,0.75,4.0,12.0,16.0,1.0,1.0,2.0,1.0,2.0,17.0,22.0
15,15,21601092,1610612754,IND,Indiana,101145,Monta Ellis,G,,28:02,4.0,10.0,0.4,1.0,3.0,0.33299999999999996,1.0,2.0,0.5,0.0,4.0,4.0,2.0,2.0,1.0,1.0,1.0,10.0,12.0
16,16,21601092,1610612754,IND,Indiana,201952,Jeff Teague,G,,25:40,6.0,12.0,0.5,3.0,4.0,0.75,1.0,1.0,1.0,0.0,2.0,2.0,4.0,2.0,0.0,2.0,0.0,16.0,5.0
17,17,21601092,1610612754,IND,Indiana,202730,Lavoy Allen,,,17:23,0.0,3.0,0.0,0.0,0.0,0.0,3.0,4.0,0.75,0.0,1.0,1.0,1.0,2.0,0.0,0.0,2.0,3.0,-1.0
18,18,21601092,1610612754,IND,Indiana,201155,Rodney Stuckey,,,20:02,1.0,8.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,10.0
19,19,21601092,1610612754,IND,Indiana,2744,Al Jefferson,,,10:38,6.0,9.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,4.0,3.0,7.0,0.0,1.0,0.0,0.0,0.0,14.0,2.0
20,20,21601092,1610612754,IND,Indiana,201166,Aaron Brooks,,,22:20,4.0,5.0,0.8,0.0,0.0,0.0,2.0,2.0,1.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,10.0,8.0
21,21,21601092,1610612754,IND,Indiana,101139,CJ Miles,,,22:38,2.0,4.0,0.5,2.0,3.0,0.667,4.0,4.0,1.0,1.0,5.0,6.0,0.0,0.0,0.0,2.0,2.0,10.0,7.0
22,22,21601092,1610612754,IND,Indiana,202338,Kevin Seraphin,,,4:56,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-12.0
23,23,21601092,1610612754,IND,Indiana,1626202,Joe Young,,,3:17,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-11.0
24,24,21601092,1610612754,IND,Indiana,1626176,Rakeem Christmas,,,3:17,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,-11.0
