,col0,col1,col2,col3,col4,col5,col6,col7
0,ChIJhQ-Cdnxu5kcRUlmBQcrIonk,32-34 Rue de Torcy,48.891290999999995,2.3624815,,,,route
1,ChIJU3H_c3xu5kcRTiU155UfHVw,Amani Conseil,48.8913933,2.3622909,,,,point_of_interest establishment
2,ChIJU3H_c3xu5kcRpEqTK-g6QRM,ALVERYS,48.891409700000004,2.3625706,,,,point_of_interest establishment
3,ChIJ-774c3xu5kcR4YCzFX8fRgg,ANAYA,48.8913933,2.3622909,,,,point_of_interest establishment
4,ChIJU3H_c3xu5kcRxA-S0N9PVLk,Naya,48.8913933,2.3622909,,,,point_of_interest establishment
5,ChIJmV1zuNht5kcRKSZGlXw-qxo,Cyrille Perrin,48.891419,2.3628009999999997,,,,point_of_interest establishment
6,ChIJq6racHxu5kcR5u5cGcitkOw,Psikopat,48.8914697,2.3622787,,,,point_of_interest establishment
7,ChIJcYefeXxu5kcRgh89icZy0v4,Icono-Services,48.8914971,2.3619511,,,,point_of_interest establishment
8,ChIJGzEheXxu5kcR07qUV3jsGO4,Syndicat Sud PTT,48.8912948,2.3618482999999997,,,,point_of_interest establishment
9,ChIJGzEheXxu5kcRYczDIMqEBjs,Pasrel Entreprise,48.8912948,2.3618482999999997,,,,point_of_interest establishment
10,ChIJGzEheXxu5kcRsnemKxvEkPg,Garage Minatchy,48.8912948,2.3618482999999997,,4.0,1.0,car_repair point_of_interest establishment
11,ChIJGzEheXxu5kcRUqsrQud8Egw,Technicolor,48.891302100000004,2.361839,,4.0,1.0,car_repair point_of_interest establishment
12,ChIJIxspeXxu5kcRPfxUWkxQPOQ,Contrôle Technique Plus,48.891295,2.3618113999999997,,4.5,2.0,car_repair point_of_interest establishment
13,ChIJIxspeXxu5kcRDeiUhcpk0ws,Protec,48.891295,2.3618113999999997,,,,point_of_interest establishment
14,ChIJKUUvd3xu5kcR87Dj2VFD5DU,Verbe et Concept,48.8913933,2.3622909,,,,point_of_interest establishment
15,ChIJT3QsfHxu5kcRghedoxTxBjo,The Red Curtain,48.8913514,2.3617583,,4.7,58.0,book_store point_of_interest store establishment
16,ChIJ_TM1cXxu5kcR63pyK8uBVLg,Hanouman,48.891388,2.362287,2.0,4.2,222.0,restaurant food point_of_interest establishment
17,ChIJU3H_c3xu5kcR70F7R3LYKDo,Bartfeld Brunel Huguette Rachele,48.891409700000004,2.3625706,,5.0,4.0,point_of_interest establishment
18,ChIJEWeoeHxu5kcRU9DNcT23ffw,Demlair,48.8909451,2.3619491000000004,,,,car_repair point_of_interest store establishment
19,ChIJD7fiBh9u5kcRYJSMaMOCCwQ,Paris,48.856614,2.3522218999999995,,,,locality political
20,ChIJ1ySPd3xu5kcRiNWWYvxtn7w,Ren-Mocaer Lang,48.891181599999996,2.3621,,4.1,12.0,doctor health point_of_interest establishment
21,ChIJKUUvd3xu5kcR_7eczRMjrVw,Arhoé,48.8913933,2.3622909,,,,point_of_interest establishment
22,ChIJKUUvd3xu5kcRkj2SVulhYZE,Mayami Production,48.8913933,2.3622909,,,,point_of_interest establishment
23,ChIJU3H_c3xu5kcRfZL3r9b1PA0,Lévy Alain,48.891409700000004,2.3625706,,,,point_of_interest establishment
24,ChIJVVVhyFpu5kcRyIC4k7-h_uY,Bodega Esquipulas,48.891080200000005,2.3621914,,,,point_of_interest store establishment
25,ChIJ5Wn6dHxu5kcR2b-VmERQopw,Capobianco Salvador,48.8914185,2.3628011000000004,,,,point_of_interest establishment
26,ChIJA0XjeHxu5kcRWfJyB9WPXpw,New Locomotive,48.8912402,2.3619026,1.0,4.5,207.0,restaurant food point_of_interest establishment
27,ChIJ20SgC3xu5kcRLmnbde1zvUk,SN Subatel,48.891341,2.362936,,5.0,3.0,point_of_interest establishment
28,ChIJwXOoeXxu5kcRlor_dLkRYAs,Faucompre Renauld,48.8914971,2.3619511,,,,point_of_interest establishment
29,ChIJGzEheXxu5kcRsytMP1aLX4o,Maxima Distribution,48.8912948,2.3618482999999997,,,,point_of_interest establishment
30,ChIJGzEheXxu5kcR9wCojCx_IrM,Brex,48.8912948,2.3618482999999997,,,,point_of_interest establishment
31,ChIJGzEheXxu5kcRWpvF69IgfQc,S.e.c.m.o.,48.8912948,2.3618482999999997,,,,point_of_interest establishment
32,ChIJ1YqXh3tu5kcRQ0APa4VyhzU,l'Affamé,48.891047799999996,2.3619803,,4.1,124.0,restaurant food point_of_interest establishment
33,ChIJ07EKC3xu5kcRWnZI46rXiJk,Thave Exo,48.8913348,2.3630122000000005,,,,point_of_interest establishment
34,ChIJZcwcRtlv5kcRmQ2MhT4e050,"Le Sud-est d""Asie - Restaurant vietnamien et thaïlandais",48.89106829999999,2.3619185000000003,,,,restaurant food point_of_interest establishment
35,ChIJIxspeXxu5kcRSqiVXodOJAw,Boucherie Edmond,48.891295,2.3618113999999997,,,,food point_of_interest store establishment
36,ChIJIxspeXxu5kcRAoyZdotmCv4,Mafouta Jean,48.891295,2.3618113999999997,,5.0,2.0,car_repair point_of_interest establishment
37,ChIJIxspeXxu5kcRwadMx6sQt5A,Salle Candin-Le St Valentin-Le Palace,48.891295,2.3618113999999997,,4.0,1.0,restaurant food point_of_interest establishment
38,ChIJIxspeXxu5kcRL-k2pNnE3Rs,Campus Management,48.891295,2.3618113999999997,,,,point_of_interest establishment
39,ChIJCciBiHtu5kcRpwHsCNsBz70,Cabinet Shiatsu - Jocelyn Mayaud,48.890921399999996,2.3621451,,5.0,3.0,point_of_interest establishment
40,ChIJW4cGh3tu5kcReUh-7I8xFXs,CNT Workers Solidarity,48.890945200000004,2.3619491000000004,,3.9,9.0,point_of_interest establishment
41,ChIJvfZxCXxu5kcRqaS6nk7RYK0,Véronique Garcia,48.8913749,2.363106,,4.5,2.0,hair_care point_of_interest establishment
42,ChIJAQBUhntu5kcRhne6D0C7UkI,Johnkôôl Records,48.8909451,2.3619491000000004,,,,point_of_interest establishment
