,col0,col1,col2,col3
0,1,anticipation,0.08590269777346632,0.5884066108032561
1,1,nociception,0.0842291233056305,0.5884066108032561
2,1,arousal,0.07926485417917754,0.5884066108032561
3,1,pain,0.07881601810624357,0.5884066108032561
4,1,micturition,0.066777907328784,0.5884066108032561
5,2,speech,0.25776085720048864,0.6637443003980634
6,2,speech_perception,0.23296382580009095,0.6637443003980634
7,2,speech_processing,0.2310266550537625,0.6637443003980634
8,2,listening,0.2272661236455767,0.6637443003980634
9,2,hearing,0.2257490624747325,0.6637443003980634
10,2,language,0.21647919807151456,0.6637443003980634
11,2,language_processing,0.202304197765566,0.6637443003980634
12,3,execution,0.18279325285861286,0.61281741708005
13,3,hand,0.15822075297598134,0.61281741708005
14,3,manipulation,0.14330148313032526,0.61281741708005
15,3,working_memory,0.14316229697604987,0.61281741708005
16,3,movement,0.13660755364059302,0.61281741708005
17,3,rehearsal,0.13171111502642072,0.61281741708005
18,3,action,0.13029960113740086,0.61281741708005
19,3,grasping,0.1285716228748057,0.61281741708005
20,3,representation,0.12797211922335813,0.61281741708005
21,3,attention,0.1251236452066273,0.61281741708005
22,3,spatial_attention,0.12380014233757,0.61281741708005
23,3,grasp,0.1230126226274911,0.61281741708005
24,3,covert,0.120288084614136,0.61281741708005
25,3,reaction_time,0.11867049744325893,0.61281741708005
26,3,strategy,0.1168758510087938,0.61281741708005
27,4,reward,0.1886131325759381,0.6177274492903018
28,4,reward_processing,0.15082657981725536,0.6177274492903018
29,4,valence,0.1284561078759908,0.6177274492903018
30,4,reward_anticipation,0.12408082484198568,0.6177274492903018
31,4,decision_making,0.12362583678878213,0.6177274492903018
32,4,autobiographical_memory,0.11168718526489516,0.6177274492903018
33,4,arousal,0.10719915702315416,0.6177274492903018
34,4,emotion,0.10658048380656376,0.6177274492903018
35,4,anticipation,0.10170655797323422,0.6177274492903018
36,4,social_cognition,0.09807467350130622,0.6177274492903018
37,4,reward_learning,0.0942115211801262,0.6177274492903018
38,4,salience,0.09411973031955327,0.6177274492903018
39,4,prospection,0.09214314451457913,0.6177274492903018
40,5,reward,0.2256725914701481,0.6170596851153025
41,5,reward_processing,0.1820656856139337,0.6170596851153025
42,5,reward_anticipation,0.1728504124286894,0.6170596851153025
43,5,anticipation,0.16104520382852233,0.6170596851153025
44,5,monetary_incentive_delay_task,0.15996740614699914,0.6170596851153025
45,5,instrumental_conditioning,0.12591869240809425,0.6170596851153025
46,5,feedback,0.12126281561889535,0.6170596851153025
47,5,reinforcement_learning,0.11564998477167154,0.6170596851153025
48,5,reward_learning,0.10298048508392932,0.6170596851153025
49,5,expectancy,0.10242787364724527,0.6170596851153025
50,5,habit_learning,0.09320465327475866,0.6170596851153025
51,6,fear,0.22885073264567085,0.6636655428732343
52,6,emotion,0.2283367823444417,0.6636655428732343
53,6,facial_expression,0.1992094058471092,0.6636655428732343
54,6,valence,0.1928057211334944,0.6636655428732343
55,6,arousal,0.1733192858975628,0.6636655428732343
56,6,face,0.16009396715964702,0.6636655428732343
57,6,emotional_memory,0.15133508377973975,0.6636655428732343
58,6,memory,0.1512937357751733,0.6636655428732343
59,7,face_perception,0.17732108421260628,0.6313953066023006
60,7,vision,0.15161073420927432,0.6313953066023006
61,7,object_recognition,0.1463379790349833,0.6313953066023006
62,7,recognition,0.14364387101262235,0.6313953066023006
63,7,face,0.1345629266329485,0.6313953066023006
64,7,visual_perception,0.13030695926566102,0.6313953066023006
65,7,visual_attention,0.13009917740503546,0.6313953066023006
66,7,visual_angle,0.12765501954564315,0.6313953066023006
67,7,perception,0.12248854984043694,0.6313953066023006
68,7,familiarity,0.12139079700445388,0.6313953066023006
69,8,memory,0.2124445790712664,0.6251192863368127
70,8,episodic_memory,0.1944777234681173,0.6251192863368127
71,8,declarative_memory,0.1799109177955398,0.6251192863368127
72,8,remembering,0.17054407815450118,0.6251192863368127
73,8,recognition_memory,0.1663013056486274,0.6251192863368127
74,8,encoding,0.16545240494962193,0.6251192863368127
75,8,retrieval,0.16028395143319818,0.6251192863368127
76,8,encoding_task,0.13444483461254045,0.6251192863368127
77,8,autobiographical_memory,0.1331027845309745,0.6251192863368127
78,8,memory_process,0.13300337016284108,0.6251192863368127
79,8,emotional_memory,0.13261747775634114,0.6251192863368127
80,8,spatial_memory,0.1316409606050577,0.6251192863368127
81,8,recall,0.1312889691284782,0.6251192863368127
82,9,semantic_processing,0.1244736528022154,0.6061598626814941
83,9,word,0.12391966759658872,0.6061598626814941
84,9,language,0.12244873400949773,0.6061598626814941
85,9,language_processing,0.11601468745681295,0.6061598626814941
86,9,arousal,0.11156356852750003,0.6061598626814941
87,9,semantics,0.11000313464563576,0.6061598626814941
88,9,retrieval,0.10869382731051147,0.6061598626814941
89,9,meaning,0.10284995822081547,0.6061598626814941
90,9,valence,0.10249571805820504,0.6061598626814941
91,9,context,0.1015901141584277,0.6061598626814941
92,9,syntax,0.10072681312847584,0.6061598626814941
93,9,sentence_comprehension,0.0996877160199155,0.6061598626814941
94,9,emotion,0.09936794936316372,0.6061598626814941
95,9,cognitive_process,0.09799686296030168,0.6061598626814941
96,9,language_comprehension,0.09568007046974833,0.6061598626814941
97,10,memory,0.1308609942768581,0.6031227393466643
98,10,recognition_memory,0.11558787450490925,0.6031227393466643
99,10,episodic_memory,0.11551831523556198,0.6031227393466643
100,10,recognition,0.11529039315391745,0.6031227393466643
101,10,remembering,0.10886814182491583,0.6031227393466643
102,10,declarative_memory,0.10455027494225178,0.6031227393466643
103,10,retrieval,0.10197648480937443,0.6031227393466643
104,10,face_perception,0.0995192711342967,0.6031227393466643
105,10,familiarity,0.09793288298579607,0.6031227393466643
106,10,encoding,0.0920606840086487,0.6031227393466643
107,10,picture,0.08895117785253517,0.6031227393466643
108,10,face_recognition,0.0874679941865863,0.6031227393466643
109,10,source_memory,0.08485229469705008,0.6031227393466643
110,10,recall,0.08265786982058324,0.6031227393466643
111,10,episodic_simulation,0.08231205109239709,0.6031227393466643
112,10,remote_memory,0.08109866442414422,0.6031227393466643
113,10,spatial_memory,0.08093030357250777,0.6031227393466643
114,11,hearing,0.22176201461141165,0.6287583590565973
115,11,listening,0.2134524901603804,0.6287583590565973
