,col0,col1,col2,col3,col4,col5,col6,col7
0,access_clv_address_aux_verification_exec_user,clv.address_aux.verification_exec.user,model_clv_address_aux_verification_exec,clv_verification.group_user,1,0,0,0
1,access_clv_address_aux_verification_exec_manager,clv.address_aux.verification_exec.manager,model_clv_address_aux_verification_exec,clv_verification.group_manager,1,1,1,0
2,access_clv_address_aux_verification_exec_supmanager,clv.address_aux.verification_exec.supmanager,model_clv_address_aux_verification_exec,clv_verification.group_supmanager,1,1,1,1
3,access_clv_address_aux_related_address_updt_user,clv.address_aux.related_address_updt.user,model_clv_address_aux_related_address_updt,clv_verification.group_user,1,0,0,0
4,access_clv_address_aux_related_address_updt_manager,clv.address_aux.related_address_updt.manager,model_clv_address_aux_related_address_updt,clv_verification.group_manager,1,1,1,0
5,access_clv_address_aux_related_address_updt_supmanager,clv.address_aux.related_address_updt.supmanager,model_clv_address_aux_related_address_updt,clv_verification.group_supmanager,1,1,1,1
6,access_clv_address_aux_related_address_create_user,clv.address_aux.related_address_create.user,model_clv_address_aux_related_address_create,clv_verification.group_user,1,0,0,0
7,access_clv_address_aux_related_address_create_manager,clv.address_aux.related_address_create.manager,model_clv_address_aux_related_address_create,clv_verification.group_manager,1,1,1,0
8,access_clv_address_aux_related_address_create_supmanager,clv.address_aux.related_address_create.supmanager,model_clv_address_aux_related_address_create,clv_verification.group_supmanager,1,1,1,1
9,access_clv_address_aux_reload_user,clv.address_aux.reload.user,model_clv_address_aux_reload,clv_verification.group_user,1,0,0,0
10,access_clv_address_aux_reload_manager,clv.address_aux.reload.manager,model_clv_address_aux_reload,clv_verification.group_manager,1,1,1,0
11,access_clv_address_aux_reload_supmanager,clv.address_aux.reload.supmanager,model_clv_address_aux_reload,clv_verification.group_supmanager,1,1,1,1
12,access_clv_address_aux_street_pattern_add_user,clv.address_aux.street_pattern_add.user,model_clv_address_aux_street_pattern_add,clv_verification.group_user,1,0,0,0
13,access_clv_address_aux_street_pattern_add_manager,clv.address_aux.street_pattern_add.manager,model_clv_address_aux_street_pattern_add,clv_verification.group_manager,1,1,1,0
14,access_clv_address_aux_street_pattern_add_supmanager,clv.address_aux.street_pattern_add.supmanager,model_clv_address_aux_street_pattern_add,clv_verification.group_supmanager,1,1,1,1
