,col0,col1,col2,col3,col4
0,504.3556,504.5334,Hand,FailOnTouchObstacleShort,RightGate
1,504.3556,504.5334,Hand,FailOnTouchObstacleLong,LeftGate
2,504.3556,504.5334,Hand,FailOnTouchObstacleMed,RightGate
3,504.4,504.6333,HandToWrist,FailOnTouchObstacleShort,RightGate
4,504.4,504.6333,HandToWrist,FailOnTouchObstacleLong,LeftGate
5,504.4,504.6333,HandToWrist,FailOnTouchObstacleMed,RightGate
6,504.5,508.3778,WristToElbow,FailOnTouchObstacleShort,RightGate
7,504.5,508.3778,WristToElbow,FailOnTouchObstacleLong,LeftGate
8,504.5,508.3778,WristToElbow,FailOnTouchObstacleMed,RightGate
9,504.8778,506.2444,Hand,FailOnTouchObstacleMed-1,Pushed
10,505.0222,506.9667,Hand,FailOnTouchObstacleShort-1,LeftGate
11,505.0222,505.4556,Hand,FailOnTouchObstacleMed-1,LeftGate
12,505.0222,506.9667,Hand,FailOnTouchObstacleLong-1,RightGate
13,505.4514,506.1528,Hand,FailOnTouchObstacleMed-1,PickedUp
14,505.4667,506.2111,Hand,FailOnTouchObstacleMed-1,LeftGate
15,505.6667,506.4333,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
16,505.6667,506.4333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
17,506.7,507.2889,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
18,506.7,507.2889,HandToWrist,FailOnTouchObstacleLong-1,RightGate
19,506.9333,508.0889,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
20,506.9333,508.0889,WristToElbow,FailOnTouchObstacleLong-1,RightGate
21,506.9445,508.0667,Hand,FailOnTouchObstacleMed-1,LeftGate
22,507.0334,508.0445,HandToWrist,FailOnTouchObstacleMed-1,LeftGate
23,507.3445,507.7111,Hand,Target,Pushed
24,507.7414,,Hand,Target,PickedUp
25,507.9,508.2111,HandToWrist,FailOnTouchObstacleLong-1,RightGate
26,507.9,508.2111,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
27,508.0667,508.2111,Hand,FailOnTouchObstacleLong-1,RightGate
28,508.0667,508.2111,Hand,FailOnTouchObstacleShort-1,LeftGate
29,508.3,508.4667,HandToWrist,FailOnTouchObstacleLong,LeftGate
30,508.3,508.4667,HandToWrist,FailOnTouchObstacleMed,RightGate
31,508.3,508.4667,HandToWrist,FailOnTouchObstacleShort,RightGate
32,508.3556,508.4778,Hand,FailOnTouchObstacleShort,RightGate
33,508.3556,508.4778,Hand,FailOnTouchObstacleLong,LeftGate
34,508.3556,508.4778,Hand,FailOnTouchObstacleMed,RightGate
