,col0,col1,col2,col3,col4,col5,col6,col7,col8,col9,col10,col11,col12,col13,col14,col15,col16,col17,col18,col19,col20,col21,col22,col23,col24,col25,col26,col27,col28,col29,col30,col31
0,0,21801168,1610612755,PHI,Philadelphia,202710,Jimmy Butler,F,,7:20,94.9,93.3,104.9,106.3,-10.1,-12.9,0.0,0.0,0.0,0.0,0.077,0.05,0.0,1.25,1.064,0.25,0.254,101.35,101.48,84.56,15,0.37200000000000005
1,1,21801168,1610612755,PHI,Philadelphia,202699,Tobias Harris,F,,8:00,121.7,122.2,87.9,84.2,33.8,38.0,0.0,0.0,0.0,0.0,0.111,0.059000000000000004,0.0,0.5,0.644,0.2,0.19899999999999998,108.84,111.0,92.5,18,0.098
2,2,21801168,1610612755,PHI,Philadelphia,1628413,Jonah Bolden,C,,5:35,142.9,133.3,131.1,133.3,11.7,0.0,0.33299999999999996,0.0,33.3,0.5,0.0,0.3,0.0,1.0,1.0,0.133,0.141,100.65,103.23,86.02,12,0.222
3,3,21801168,1610612755,PHI,Philadelphia,200755,JJ Redick,G,,8:28,140.5,141.2,144.8,142.1,-4.3,-0.9,0.16699999999999998,0.0,14.3,0.0,0.1,0.059000000000000004,0.0,0.5,0.475,0.3,0.299,101.27,102.07,85.06,17,0.065
4,4,21801168,1610612755,PHI,Philadelphia,1627732,Ben Simmons,G,,6:14,168.2,169.2,116.1,113.3,52.1,55.9,0.14300000000000002,1.0,25.0,0.0,0.25,0.16699999999999998,25.0,0.0,0.0,0.2,0.19899999999999998,106.73,107.81,89.84,13,-0.016
5,5,21801168,1610612755,PHI,Philadelphia,1626246,Boban Marjanovic,,,6:19,101.7,93.3,97.8,100.0,4.0,-6.7,0.2,1.0,50.0,0.0,0.33299999999999996,0.235,50.0,0.0,0.0,0.067,0.073,106.66,110.16,91.8,15,0.136
6,6,21801168,1610612755,PHI,Philadelphia,203118,Mike Scott,,,7:20,94.9,93.3,104.9,106.3,-10.1,-12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33299999999999996,0.33299999999999996,0.188,0.19,101.35,101.48,84.56,15,0.0
7,7,21801168,1610612755,PHI,Philadelphia,204456,T.J. McConnell,,,5:40,67.3,66.7,109.4,92.9,-42.1,-26.2,0.5,1.0,25.0,0.0,0.125,0.067,25.0,0.5,0.5,0.231,0.233,100.66,110.15,91.79,12,0.11800000000000001
8,8,21801168,1610612755,PHI,Philadelphia,203516,James Ennis III,,,4:34,156.9,160.0,126.0,118.2,30.9,41.8,0.0,0.0,0.0,0.0,0.0,0.0,50.0,1.5,1.5,0.16699999999999998,0.16399999999999998,107.84,110.36,91.97,10,0.055
9,9,21801168,1610612737,ATL,Atlanta,1627752,Taurean Prince,F,,7:20,104.9,106.3,94.9,93.3,10.1,12.9,0.0,0.0,0.0,0.0,0.28600000000000003,0.1,0.0,0.25,0.376,0.23800000000000002,0.23600000000000002,101.35,101.48,84.56,16,0.09300000000000001
10,10,21801168,1610612737,ATL,Atlanta,1628381,John Collins,F,,8:34,114.6,115.8,107.0,105.6,7.6,10.2,0.0,0.0,0.0,0.071,0.0,0.045,0.0,0.25,0.307,0.20800000000000002,0.207,103.57,103.68,86.4,19,-0.015
11,11,21801168,1610612737,ATL,Atlanta,203458,Alex Len,C,,1:48,77.3,75.0,66.7,66.7,10.7,8.3,0.0,0.0,0.0,0.0,0.0,0.0,100.0,0.0,0.0,0.2,0.205,91.73,93.33,77.78,4,-2.0
12,12,21801168,1610612737,ATL,Atlanta,1628989,Kevin Huerter,G,,7:03,104.4,106.7,94.9,93.3,9.6,13.3,0.2,0.0,16.7,0.16699999999999998,0.28600000000000003,0.21100000000000002,0.0,0.3,0.3,0.263,0.259,102.42,102.15,85.13,15,0.044000000000000004
13,13,21801168,1610612737,ATL,Atlanta,1629027,Trae Young,G,,7:03,104.4,106.7,94.9,93.3,9.6,13.3,0.667,0.0,28.6,0.083,0.28600000000000003,0.158,0.0,0.7,0.7,0.263,0.259,102.42,102.15,85.13,15,0.42200000000000004
14,14,21801168,1610612737,ATL,Atlanta,1627738,Deyonta Davis,,,5:32,113.6,116.7,102.0,100.0,11.6,16.7,0.0,0.0,0.0,0.091,0.0,0.063,0.0,0.0,0.0,0.0,0.0,104.47,104.13,86.77,12,0.024
15,15,21801168,1610612737,ATL,Atlanta,203145,Kent Bazemore,,,4:51,125.0,127.3,156.9,160.0,-31.9,-32.7,0.25,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.083,0.08199999999999999,105.9,103.92,86.6,11,0.113
16,16,21801168,1610612737,ATL,Atlanta,1629121,Jaylen Adams,,,4:51,125.0,127.3,156.9,160.0,-31.9,-32.7,0.25,0.0,50.0,0.0,0.0,0.0,0.0,1.0,1.0,0.083,0.08199999999999999,105.9,103.92,86.6,11,0.113
17,17,21801168,1610612737,ATL,Atlanta,1627761,DeAndre' Bembry,,,4:34,126.0,118.2,156.9,160.0,-30.9,-41.8,0.33299999999999996,1.0,16.7,0.0,0.25,0.14300000000000002,16.7,0.625,0.625,0.455,0.484,107.84,110.36,91.97,11,0.145
18,18,21801168,1610612737,ATL,Atlanta,1626147,Justin Anderson,,,4:34,126.0,118.2,156.9,160.0,-30.9,-41.8,0.0,0.0,0.0,0.0,0.25,0.14300000000000002,0.0,1.0,0.862,0.182,0.19399999999999998,107.84,110.36,91.97,11,0.16399999999999998
19,19,21801168,1610612737,ATL,Atlanta,1629353,Isaac Humphries,,,3:20,109.3,114.3,152.8,157.1,-43.5,-42.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14300000000000002,0.13699999999999998,104.54,100.8,84.0,7,-0.133
