,col0,col1,col2,col3,col4
0,685.9777,686.9385,Hand,FailOnTouchObstacleLong,PickedUp
1,686.0333,686.0444,Hand,FailOnTouchObstacleShort,RightGate
2,686.0333,686.0444,Hand,FailOnTouchObstacleMed,LeftGate
3,686.0667,686.3223,Hand,FailOnTouchObstacleShort,RightGate
4,686.0667,686.3223,Hand,FailOnTouchObstacleMed,LeftGate
5,687.4889,687.7,Hand,FailOnTouchObstacleShort,RightGate
6,687.4889,687.7,Hand,FailOnTouchObstacleMed,LeftGate
7,687.5667,687.7778,HandToWrist,FailOnTouchObstacleShort,RightGate
8,687.5667,687.7778,HandToWrist,FailOnTouchObstacleMed,LeftGate
9,687.6445,687.7778,Hand,FailOnTouchObstacleLong,RightGate
10,687.6889,687.8556,HandToWrist,FailOnTouchObstacleLong,RightGate
11,687.6889,689.2778,WristToElbow,FailOnTouchObstacleShort,RightGate
12,687.6889,689.2778,WristToElbow,FailOnTouchObstacleMed,LeftGate
13,687.7667,689.1556,WristToElbow,FailOnTouchObstacleLong,RightGate
14,687.8334,688.0333,Hand,FailOnTouchObstacleShort-1,LeftGate
15,687.8334,688.0333,Hand,FailOnTouchObstacleMed-1,RightGate
16,687.8334,688.0333,Hand,FailOnTouchObstacleLong-1,RightGate
17,687.8778,688.2333,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
18,687.8778,688.2333,HandToWrist,FailOnTouchObstacleMed-1,RightGate
19,687.8778,688.2333,HandToWrist,FailOnTouchObstacleLong-1,RightGate
20,688.0111,688.8667,WristToElbow,FailOnTouchObstacleShort-1,LeftGate
21,688.0111,688.8667,WristToElbow,FailOnTouchObstacleMed-1,RightGate
22,688.0111,688.8667,WristToElbow,FailOnTouchObstacleLong-1,RightGate
23,688.2667,688.7444,Hand,Target,Pushed
24,688.4578,,Hand,Target,PickedUp
25,688.6889,689.0111,HandToWrist,FailOnTouchObstacleLong-1,RightGate
26,688.6889,689.0111,HandToWrist,FailOnTouchObstacleMed-1,RightGate
27,688.6889,689.0111,HandToWrist,FailOnTouchObstacleShort-1,LeftGate
28,688.8223,689.0333,Hand,FailOnTouchObstacleLong-1,RightGate
29,688.8223,689.0333,Hand,FailOnTouchObstacleMed-1,RightGate
30,688.8223,689.0333,Hand,FailOnTouchObstacleShort-1,LeftGate
31,689.0222,689.3,HandToWrist,FailOnTouchObstacleLong,RightGate
32,689.1223,689.3223,Hand,FailOnTouchObstacleLong,RightGate
33,689.1556,689.4111,HandToWrist,FailOnTouchObstacleMed,LeftGate
34,689.1556,689.4111,HandToWrist,FailOnTouchObstacleShort,RightGate
35,689.2444,689.4333,Hand,FailOnTouchObstacleMed,LeftGate
36,689.2444,689.4333,Hand,FailOnTouchObstacleShort,RightGate
