,col0,col1,col2,col3,col4,col5
0,LinFu.AOP.Cecil,CatchAllThrownExceptions,CatchAllThrownExceptions,4,1,0
1,LinFu.AOP.Cecil,CatchAllThrownExceptions,CatchAllThrownExceptions,3,1,1
2,LinFu.AOP.Cecil,CatchAllThrownExceptions,ImportReferences,3,1,1
3,LinFu.AOP.Cecil,CatchAllThrownExceptions,AddLocals,10,2,1
4,LinFu.AOP.Cecil,CatchAllThrownExceptions,ShouldRewrite,3,1,1
5,LinFu.AOP.Cecil,CatchAllThrownExceptions,RewriteMethodBody,108,3,3
6,LinFu.AOP.Cecil,CatchAllThrownExceptions,SaveExceptionInfo,24,2,2
7,LinFu.AOP.Cecil,CatchAllThrownExceptions,ShouldWeave,3,1,1
8,LinFu.AOP.Cecil,CatchAllThrownExceptions,Weave,3,1,1
9,LinFu.AOP.Cecil,AddMethodReplacementImplementation,AddMethodReplacementImplementation,8,1,1
10,LinFu.AOP.Cecil,AddMethodReplacementImplementation,Emit,44,1,1
11,LinFu.AOP.Cecil,AddOriginalInstructions,AddOriginalInstructions,4,1,2
12,LinFu.AOP.Cecil,AddOriginalInstructions,Emit,30,6,1
13,LinFu.AOP.Cecil,AssemblyDefinitionExtensions,RemoveStrongName,9,1,1
14,LinFu.AOP.Cecil,BaseMethodRewriter,Rewrite,27,4,3
15,LinFu.AOP.Cecil,BaseMethodRewriter,AddAdditionalMembers,2,1,1
16,LinFu.AOP.Cecil,BaseMethodRewriter,ImportReferences,2,1,1
17,LinFu.AOP.Cecil,BaseMethodRewriter,AddLocals,2,1,1
18,LinFu.AOP.Cecil,BaseMethodRewriter,ShouldRewrite,3,1,1
19,LinFu.AOP.Cecil,BaseMethodRewriter,RewriteMethodBody,0,1,3
20,LinFu.AOP.Cecil,BaseReflectionVisitor,TerminateAssemblyDefinition,2,1,1
21,LinFu.AOP.Cecil,BaseReflectionVisitor,VisitAssemblyDefinition,6,1,1
22,LinFu.AOP.Cecil,BaseReflectionVisitor,VisitAssemblyNameReferenceCollection,3,2,1
23,LinFu.AOP.Cecil,BaseReflectionVisitor,VisitAssemblyNameReference,2,1,1
24,LinFu.AOP.Cecil,BaseReflectionVisitor,VisitModuleDefinitionCollection,3,2,1
25,LinFu.AOP.Cecil,BaseReflectionVisitor,VisitModuleReferenceCollection,3,2,1
26,LinFu.AOP.Cecil,BaseReflectionVisitor,VisitTypeDefinition,19,1,1
27,LinFu.AOP.Cecil,BaseReflectionVisitor,VisitConstructorCollection,3,2,1
